name,state,population,lat,lon,pleasant
brookings,sd,23657,44.302416,-96.785336,0.09041095890410959
blue island,il,23652,41.65757,-87.681126,0.10684931506849316
faribault,mn,23650,44.298583,-93.278938,0.08767123287671233
eagle,id,23612,43.757714,-116.418306,0.0057306590257879654
brandon,ms,23529,32.278093,-89.990686,0.12054794520547946
derby,ks,23509,37.559559,-97.255786,0.10684931506849316
loves park,il,23455,42.337857,-88.998505,0.06027397260273973
avon lake,oh,23453,41.494505,-82.016076,0.08767123287671233
kingston,ny,23436,41.930124,-73.996782,0.14794520547945206
romulus,mi,23417,42.223649,-83.366036,0.0684931506849315
mcdonough,ga,23417,33.437724,-84.155416,0.23480662983425415
rosemount,mn,23413,44.746108,-93.069765,0.07397260273972603
laguna beach,ca,23365,33.542891,-117.76249,0.2054794520547945
crestview,fl,23270,30.748047,-86.579267,0.12876712328767123
keene,nh,23265,42.953775,-72.306728,0.03856749311294766
greenwood,sc,23260,34.193472,-82.153876,0.1510989010989011
gallup,nm,23240,35.513831,-108.743742,0
duncan,ok,23231,34.50615,-98.005384,0.10833333333333334
griffin,ga,23211,33.241252,-84.276676,0.23480662983425415
webster groves,mo,23177,38.586601,-90.354389,0.08767123287671233
columbus,ms,23168,33.507964,-88.413552,0.10684931506849316
belton,mo,23168,38.81873,-94.52964,0.1178082191780822
denison,tx,23150,33.757822,-96.565262,0.0821917808219178
kerrville,tx,23136,30.040822,-99.130625,0.13259668508287292
pooler,ga,23133,32.101858,-81.254989,0.1726027397260274
vicksburg,ms,23131,32.317838,-90.886714,0.09192200557103064
van buren,ar,23081,35.446542,-94.35301,0.0684931506849315
east peoria,il,23080,40.673377,-89.541764,0.09863013698630137
jacksonville beach,fl,23064,30.272466,-81.385604,0.27123287671232876
solon,oh,23043,41.38599,-81.440835,0.21978021978021978
munster,in,22984,41.54751,-87.503268,0.06575342465753424
crystal,mn,22943,45.03731,-93.359478,0.052054794520547946
highland,in,22936,41.546622,-87.457616,0.06575342465753424
pelham,al,22885,33.32183,-86.742197,0.1780821917808219
auburn,me,22871,44.084537,-70.249649,0.017142857142857144
marysville,oh,22817,40.227986,-83.35936,0.09497206703910614
columbus,ne,22797,41.435709,-97.356113,0.13411078717201166
millbrae,ca,22795,37.59897,-122.401991,0
newberg,or,22780,45.307084,-122.959841,0.0027397260273972603
farmington,mn,22731,44.656655,-93.167864,0.07945205479452055
wilsonville,or,22729,45.311262,-122.77092,0.0027397260273972603
hutto,tx,22722,30.538203,-97.550755,0.19726027397260273
oak harbor,wa,22693,48.296608,-122.633922,0
auburn hills,mi,22672,42.67472,-83.243606,0.0547945205479452
maple heights,oh,22631,41.409047,-81.562861,0.16201117318435754
willoughby,oh,22631,41.645285,-81.414353,0.0830945558739255
benbrook,tx,22629,32.675537,-97.463247,0.12121212121212122
farmington,ut,22566,40.984634,-111.90637,0.021917808219178082
hastings,mn,22554,44.731781,-92.853284,0.07397260273972603
avon,oh,22544,41.4451,-82.005109,0.08767123287671233
north augusta,sc,22522,33.519859,-81.954635,0.1726027397260274
corcoran,ca,22477,36.084686,-119.561141,0.00821917808219178
hudson,oh,22437,41.239213,-81.441611,0.07945205479452055
port hueneme,ca,22423,34.162143,-119.204177,0.10136986301369863
radcliff,ky,22387,37.820032,-85.934311,0.1232876712328767
hopewell,va,22378,37.29101,-77.298944,0.07945205479452055
new castle,pa,22375,40.995617,-80.345807,0.08285714285714285
new brighton,mn,22351,45.067226,-93.205779,0.1178082191780822
prichard,al,22351,30.773337,-88.131418,0
anniston,al,22347,33.67344,-85.810918,0.14520547945205478
ruston,la,22340,32.532986,-92.635327,0.09116809116809117
midlothian,tx,22318,32.471121,-96.982788,0.0821917808219178
oxford,ms,22314,34.363207,-89.527704,0.17955801104972377
oakdale,ca,22259,37.761666,-120.846434,0.00821917808219178
darien,il,22256,41.745663,-87.981494,0.0821917808219178
venice,fl,22211,27.117008,-82.415258,0.5095890410958904
acworth,ga,22131,34.058492,-84.671636,0.2905982905982906
pascagoula,ms,22126,30.360067,-88.556327,0
sunny isles beach,fl,22123,25.938922,-80.123579,0.39452054794520547
roseburg,or,22114,43.222336,-123.352482,0
oxford,oh,22104,39.50524,-84.743978,0.0821917808219178
moses lake,wa,22082,47.126818,-119.27617,0
saginaw,tx,22079,32.865564,-97.365207,0.09315068493150686
summit,nj,22074,40.715622,-74.364684,0.10684931506849316
watertown,sd,22073,44.908934,-97.156051,0.038356164383561646
alliance,oh,22055,40.911171,-81.119827,0.08767123287671233
kalispell,mt,22052,48.216152,-114.327645,0
kenmore,wa,22030,47.752644,-122.246144,0
hamtramck,mi,22002,42.395387,-83.055951,0.0684931506849315
leesburg,fl,21993,28.822828,-81.88583,0.26575342465753427
duarte,ca,21990,34.160911,-117.950528,0.35082872928176795
converse,tx,21987,29.514125,-98.305274,0.14246575342465753
decatur,ga,21957,33.771455,-84.297857,0.14794520547945206
christiansburg,va,21943,37.141083,-80.401398,0.11506849315068493
farragut,tn,21919,35.876162,-84.180001,0.13150684931506848
la porte,in,21916,41.607896,-86.713606,0.12
clarksville,in,21866,38.322082,-85.767576,0.14794520547945206
wadsworth,oh,21860,41.02868,-81.732318,0.04395604395604396
camas,wa,21846,45.60566,-122.431169,0.0027397260273972603
fort walton beach,fl,21817,30.424253,-86.619403,0.2356164383561644
geneva,il,21806,41.882072,-88.329337,0.07123287671232877
south euclid,oh,21794,41.523936,-81.524491,0.21978021978021978
windsor,co,21751,40.477555,-104.9168,0.005479452054794521
sugar hill,ga,21747,34.097603,-84.042362,0.2585227272727273
chillicothe,oh,21727,39.33866,-82.994059,0.15342465753424658
south lake tahoe,ca,21706,38.93923,-119.982216,0
lumberton,nc,21667,34.630725,-79.017563,0.12602739726027398
yucca valley,ca,21600,34.123089,-116.421481,0.052054794520547946
hanahan,sc,21575,32.93614,-80.011167,0.1643835616438356
edgewater,fl,21566,28.954411,-80.940827,0.5251396648044693
portsmouth,nh,21530,43.060595,-70.780348,0.049315068493150684
sedalia,mo,21516,38.70397,-93.23463,0.10684931506849316
naples,fl,21512,26.14994,-81.795215,0.3506849315068493
patterson,ca,21498,37.473445,-121.143985,0.00821917808219178
greenfield,in,21497,39.793283,-85.772548,0.10136986301369863
waynesboro,va,21491,38.067157,-78.90142,0.07397260273972603
albertville,al,21462,34.26313,-86.21066,0.2273972602739726
perrysburg,oh,21423,41.5376,-83.641193,0.07945205479452055
erie,co,21420,40.040351,-105.039365,0.005479452054794521
klamath falls,or,21399,42.218595,-121.774962,0
clinton,ut,21399,41.13874,-112.066417,0.0136986301369863
evans,co,21383,40.350168,-104.748388,0
mandan,nd,21382,46.826093,-100.88972,0.00821917808219178
arnold,mo,21357,38.426216,-90.369295,0.08767123287671233
east moline,il,21350,41.519798,-90.387735,0.06301369863013699
kinston,nc,21337,35.275099,-77.593368,0.1917808219178082
shelbyville,tn,21317,35.499123,-86.451766,0.2054794520547945
marquette,mi,21297,46.550698,-87.395833,0.01643835616438356
biddeford,me,21282,43.438736,-70.392943,0.0700280112044818
golden valley,mn,21270,44.990233,-93.358736,0.052054794520547946
east ridge,tn,21260,34.997302,-85.228507,0.14246575342465753
oxford,al,21249,33.598433,-85.872336,0.14520547945205478
south milwaukee,wi,21233,42.912643,-87.862312,0.06301369863013699
marina,ca,21229,36.680592,-121.790074,0
mukilteo,wa,21226,47.916756,-122.310572,0
charleston,il,21196,39.48483,-88.177609,0.1095890410958904
carrboro,nc,21156,35.92623,-79.086995,0.15616438356164383
crest hill,il,21153,41.573771,-88.111025,0.0821917808219178
ashland,ky,21108,38.459492,-82.645081,0.11232876712328767
hays,ks,21092,38.88045,-99.32116,0.07945205479452055
ferguson,mo,21059,38.748829,-90.295827,0.12602739726027398
conway,sc,21053,33.848148,-79.034885,0.31232876712328766
lino lakes,mn,21050,45.164327,-93.087273,0.1178082191780822
new hope,mn,21032,45.035661,-93.386837,0.052054794520547946
trussville,al,21023,33.655407,-86.563109,0.17534246575342466
corinth,tx,20998,33.144799,-97.071224,0.07123287671232877
mountlake terrace,wa,20989,47.79433,-122.30261,0
nixa,mo,20984,37.047686,-93.296335,0.10684931506849316
plainview,tx,20919,34.190897,-101.723435,0.07123287671232877
agoura hills,ca,20915,34.148942,-118.76393,0.0684931506849315
sanford,me,20893,43.440762,-70.779111,0.055710306406685235
south el monte,ca,20878,34.050377,-118.048384,0.35082872928176795
arvin,ca,20876,35.194361,-118.830569,0.07123287671232877
johnston,ia,20871,41.681208,-93.714799,0.1232876712328767
gardner,ks,20868,38.815856,-94.929983,0.10136986301369863
lathrop,ca,20866,37.81529,-121.312515,0.0027397260273972603
ashland,or,20861,42.192213,-122.698251,0
sidney,oh,20858,40.289527,-84.166729,0.1178082191780822
birmingham,mi,20857,42.544805,-83.216576,0.10684931506849316
sweetwater,fl,20840,25.777486,-80.379694,0.4575342465753425
milwaukie,or,20830,45.444124,-122.620915,0.005479452054794521
piqua,oh,20790,40.150197,-84.243147,0.1178082191780822
lomita,ca,20785,33.79331,-118.317446,0.4257142857142857
easley,sc,20765,34.818456,-82.586196,0.13095238095238096
pleasantville,nj,20755,39.3888,-74.514262,0.09041095890410959
liberal,ks,20746,37.046111,-100.928972,0.07945205479452055
jenks,ok,20740,35.998219,-95.973404,0.06027397260273973
simpsonville,sc,20736,34.729034,-82.257523,0.2356164383561644
adrian,mi,20691,41.89878,-84.044829,0.05013927576601671
mountain brook,al,20691,33.491488,-86.73447,0.17534246575342466
west melbourne,fl,20679,28.054318,-80.661446,0.410958904109589
lockport,ny,20624,43.169446,-78.695833,0
lebanon,oh,20623,39.423069,-84.219695,0.11666666666666667
murphy,tx,20610,33.016784,-96.608515,0.10773480662983426
coralville,ia,20608,41.699578,-91.595951,0.07123287671232877
sapulpa,ok,20579,36.00204,-96.123828,0.06027397260273973
american canyon,ca,20554,38.175465,-122.260201,0.0027397260273972603
belton,tx,20547,31.056594,-97.477735,0.11898016997167139
hammond,la,20480,30.50565,-90.456493,0.2747875354107649
pittsburg,ks,20409,37.414551,-94.698,0.13157894736842105
portsmouth,oh,20409,38.752795,-82.952373,0.11232876712328767
south st. paul,mn,20405,44.888027,-93.040497,0.07397260273972603
louisville,co,20396,39.969532,-105.143215,0.005479452054794521
northfield,mn,20380,44.455645,-93.170311,0.06027397260273973
rocky river,oh,20376,41.473072,-81.853825,0.08767123287671233
raymore,mo,20374,38.803303,-94.45832,0.12602739726027398
middletown,de,20372,39.445173,-75.716753,0
havelock,nc,20364,34.908889,-76.89948,0.1917808219178082
gardner,ma,20333,42.584206,-71.988737,0.038356164383561646
golden,co,20330,39.742483,-105.210561,0.005479452054794521
cartersville,ga,20319,34.162947,-84.800415,0.11506849315068493
ashland,oh,20317,40.867082,-82.317257,0.0821917808219178
elko,nv,20279,40.838358,-115.767798,0
nogales,az,20252,31.362463,-110.933538,0.049315068493150684
parma heights,oh,20246,41.383386,-81.761273,0.08767123287671233
mustang,ok,20226,35.391847,-97.72514,0.07945205479452055
shelby,nc,20189,35.287902,-81.541127,0.1565934065934066
sulphur,la,20189,30.230353,-93.355548,0.20054945054945056
ferndale,mi,20177,42.459237,-83.131343,0.10684931506849316
lynn haven,fl,20156,30.236675,-85.639139,0
lexington,sc,20138,33.99481,-81.21211,0.11232876712328767
cumberland,md,20130,39.650563,-78.758217,0.136986301369863
stephenville,tx,20120,32.215225,-98.219918,0.10136986301369863
oregon,oh,20102,41.667098,-83.419489,0.17777777777777778
monroe,mi,20092,41.916678,-83.384903,0.07777777777777778
mill creek,wa,20043,47.86399,-122.207123,0
miamisburg,oh,20034,39.630938,-84.270742,0.11666666666666667
rolla,mo,20019,37.94594,-91.761202,0.09863013698630137
tukwila,wa,20018,47.476289,-122.27574,0
debary,fl,19998,28.881398,-81.32427,0.2602739726027397
eustis,fl,19986,28.856414,-81.67835,0.26575342465753427
bryant,ar,19986,34.617121,-92.489422,0.0821917808219178
johnstown,pa,19966,40.326132,-78.919139,0.057534246575342465
ypsilanti,mi,19945,42.243216,-83.621982,0.043835616438356165
warrensburg,mo,19927,38.762128,-93.730889,0.12054794520547946
norwood,oh,19915,39.160487,-84.453469,0.09863013698630137
bonney lake,wa,19903,47.199502,-122.163033,0
dickinson,tx,19895,29.451719,-95.05622,0
hermosa beach,ca,19860,33.865268,-118.396297,0.2219178082191781
plattsburgh,ny,19806,44.695563,-73.456414,0.021917808219178082
north salt lake,ut,19796,40.847028,-111.918683,0.043835616438356165
sand springs,ok,19783,36.136533,-96.131872,0.1005586592178771
painesville,oh,19776,41.721635,-81.258357,0.1532033426183844
pickerington,oh,19745,39.892983,-82.772344,0.10136986301369863
albany,ca,19735,37.89065,-122.318116,0
snellville,ga,19733,33.86032,-84.006123,0.2585227272727273
west st. paul,mn,19727,44.902414,-93.085327,0.06027397260273973
columbia heights,mn,19715,45.049104,-93.246749,0.052054794520547946
willmar,mn,19638,45.122752,-95.05548,0.0446927374301676
forest lake,mn,19618,45.250692,-92.966831,0.1178082191780822
bethany,ok,19589,35.507174,-97.641734,0.0821917808219178
payson,ut,19548,40.035806,-111.729793,0.01643835616438356
madisonville,ky,19539,37.341036,-87.503475,0.1994459833795014
selma,al,19519,32.41702,-87.035792,0.18156424581005587
papillion,ne,19510,41.153006,-96.045268,0.07945205479452055
seymour,in,19478,38.947516,-85.891285,0.23204419889502761
mckeesport,pa,19453,40.341877,-79.845007,0.10410958904109589
port angeles,wa,19448,48.118959,-123.44826,0
angleton,tx,19429,29.169195,-95.428973,0.20821917808219179
fernley,nv,19418,39.564533,-119.189523,0.0027397260273972603
alice,tx,19408,27.755616,-98.065812,0.0821917808219178
lake forest,il,19408,42.237903,-87.858948,0.07945205479452055
battle ground,wa,19407,45.775318,-122.539465,0.005479452054794521
dixon,ca,19390,38.447512,-121.824223,0
forest park,ga,19383,33.620543,-84.358181,0.18356164383561643
orange,tx,19347,30.116631,-93.760373,0.23013698630136986
lexington,nc,19326,35.801755,-80.268202,0.14246575342465753
clayton,nc,19304,35.666192,-78.444539,0.1863013698630137
central falls,ri,19303,41.890064,-71.393481,0.08358208955223881
sherwood,or,19283,45.359793,-122.843005,0.0027397260273972603
orinda,ca,19279,37.881614,-122.168585,0
pinole,ca,19269,38.001702,-122.318488,0
alamo,tx,19246,26.179464,-98.118348,0.11232876712328767
broadview heights,oh,19229,41.318156,-81.679262,0.08767123287671233
newton,ks,19216,38.034761,-97.351895,0.09315068493150686
altus,ok,19214,34.657061,-99.309046,0.03287671232876712
blythe,ca,19208,33.653584,-114.621785,0.02197802197802198
covington,wa,19197,47.364791,-122.104563,0.0027397260273972603
tumwater,wa,19190,46.988986,-122.923981,0
weirton,wv,19175,40.406331,-80.56558,0.11506849315068493
shelbyville,in,19133,39.538569,-85.770444,0.10136986301369863
tullahoma,tn,19128,35.373311,-86.218277,0.2054794520547945
ozark,mo,19120,37.036096,-93.217193,0.10684931506849316
secaucus,nj,19104,40.781958,-74.067649,0.09863013698630137
jacksonville,il,19103,39.729151,-90.232201,0.13150684931506848
saco,me,19078,43.527933,-70.419619,0.043835616438356165
montrose,co,19062,38.469172,-107.860681,0
brownwood,tx,19031,31.711932,-98.976123,0.16164383561643836
ennis,tx,19007,32.325935,-96.637641,0.09041095890410959
ellensburg,wa,19001,47.001168,-120.549588,0.005479452054794521
claremore,ok,18997,36.314146,-95.610043,0.17142857142857143
waukee,ia,18990,41.599034,-93.868216,0.0958904109589041
middleton,wi,18979,43.106959,-89.50634,0.043835616438356165
bartow,fl,18972,27.886119,-81.821704,0.4057971014492754
sylvania,oh,18965,41.710681,-83.706462,0.06301369863013699
murray,ky,18954,36.613834,-88.321859,0.2136986301369863
arlington,wa,18949,48.170372,-122.144553,0.0027472527472527475
milledgeville,ga,18931,33.087889,-83.240536,0.22465753424657534
stillwater,mn,18924,45.058606,-92.830408,0.06027397260273973
cortland,ny,18907,42.600866,-76.179127,0
berea,oh,18874,41.370548,-81.861757,0.08767123287671233
twinsburg,oh,18872,41.322594,-81.443123,0.21978021978021978
ansonia,ct,18854,41.344249,-73.069825,0.09041095890410959
troy,al,18853,31.80196,-85.96713,0
mayfield heights,oh,18840,41.517312,-81.453889,0.21978021978021978
laurel,ms,18837,31.695077,-89.144955,0.2136986301369863
brook park,oh,18809,41.404309,-81.820342,0.08767123287671233
erlanger,ky,18797,39.039429,-84.600135,0.09315068493150686
south burlington,vt,18791,44.436469,-73.182623,0.04657534246575343
thomasville,ga,18742,30.839422,-83.978781,0.2821917808219178
fairmont,wv,18733,39.476877,-80.149089,0.09041095890410959
fairhope,al,18730,30.52092,-87.879122,0
suwanee,ga,18694,34.050543,-84.066062,0.2585227272727273
whitehall,oh,18694,39.968968,-82.883948,0.10136986301369863
forest park,oh,18676,39.286029,-84.52568,0.0821917808219178
westminster,md,18670,39.579669,-77.008396,0.15342465753424658
niles,oh,18651,41.187807,-80.753101,0.07123287671232877
marshfield,wi,18620,44.663807,-90.173052,0.021917808219178082
morristown,nj,18594,40.796562,-74.477318,0.10684931506849316
gautier,ms,18570,30.406214,-88.659341,0
macomb,il,18547,40.470149,-90.683114,0.09041095890410959
bellaire,tx,18518,29.703996,-95.463275,0.1863013698630137
el reno,ok,18516,35.541833,-97.961268,0.125
chowchilla,ca,18510,37.113179,-120.230345,0.010958904109589041
hyattsville,md,18501,38.960468,-76.952295,0.16712328767123288
happy valley,or,18493,45.438584,-122.514963,0.0027397260273972603
augusta,me,18471,44.334914,-69.734203,0.038356164383561646
onalaska,wi,18468,43.88818,-91.200395,0.0547945205479452
stafford,tx,18459,29.62573,-95.565703,0.16712328767123288
yorkville,il,18451,41.655562,-88.435407,0.057534246575342465
north ogden,ut,18446,41.314613,-111.959686,0.0136986301369863
winchester,ky,18446,38.002364,-84.190586,0.136986301369863
forney,tx,18418,32.751409,-96.451152,0.12876712328767123
el dorado,ar,18386,33.217742,-92.664202,0.07945205479452055
trenton,mi,18380,42.140058,-83.192914,0.1346153846153846
ashtabula,oh,18371,41.87947,-80.798494,0.0547945205479452
natchitoches,la,18365,31.734775,-93.100942,0.10028653295128939
cudahy,wi,18353,42.946727,-87.863884,0.06301369863013699
dover,nj,18346,40.8856,-74.559163,0.10684931506849316
ottawa,il,18342,41.352557,-88.831188,0.10164835164835165
shafter,ca,18336,35.478,-119.199191,0.07123287671232877
mcalester,ok,18310,34.926816,-95.769944,0.06575342465753424
palestine,tx,18288,31.754512,-95.646953,0.17679558011049723
creve coeur,mo,18276,38.662123,-90.443014,0.12602739726027398
helena,al,18264,33.285635,-86.874488,0.1780821917808219
belle glade,fl,18251,26.687028,-80.666996,0.4684931506849315
eastlake,oh,18232,41.655807,-81.433829,0.0830945558739255
manchester,mo,18229,38.583168,-90.50644,0.09315068493150686
steubenville,oh,18219,40.36632,-80.657069,0.11506849315068493
springboro,oh,18213,39.562227,-84.233602,0.11666666666666667
farmington,mo,18181,37.7824,-90.42958,0.16524216524216523
pampa,tx,18177,35.547863,-100.965025,0.06301369863013699
winthrop,ma,18164,42.375541,-70.970646,0.09315068493150686
boone,nc,18156,36.212829,-81.668935,0.03561643835616438
seminole,fl,18153,27.842871,-82.785282,0.3643835616438356
punta gorda,fl,18150,26.863313,-82.032538,0.20604395604395603
mattoon,il,18113,39.477833,-88.362225,0.1095890410958904
arroyo grande,ca,18108,35.124305,-120.584854,0.010958904109589041
monroe,wa,18090,47.859833,-121.984049,0
rancho mirage,ca,18083,33.760352,-116.428795,0.024657534246575342
hopkins,mn,18076,44.925107,-93.404494,0.0547945205479452
santa fe springs,ca,18026,33.933565,-118.062611,0.16164383561643836
st. matthews,ky,18025,38.249334,-85.637758,0.14794520547945206
vincennes,in,18012,38.676101,-87.511119,0.12602739726027398
amsterdam,ny,18008,42.941628,-74.190566,0.2849002849002849
durango,co,18006,37.273267,-107.871692,0
central point,or,17995,42.376803,-122.91072,0
highland,ut,17989,40.42712,-111.795475,0.01643835616438356
newburyport,ma,17982,42.812358,-70.891095,0.057534246575342465
westbrook,me,17978,43.70792,-70.352602,0.043835616438356165
st. marys,ga,17968,30.754245,-81.572635,0
lackawanna,ny,17965,42.818424,-78.832769,0.0684931506849315
maumelle,ar,17931,34.852344,-92.399995,0.0821917808219178
leland,nc,17924,34.190766,-78.003774,0.24383561643835616
wisconsin rapids,wi,17897,44.392924,-89.82674,0.019178082191780823
lenoir,nc,17888,35.905733,-81.527007,0.06318681318681318
gretna,la,17880,29.910946,-90.051721,0.25753424657534246
sheridan,wy,17873,44.794818,-106.960648,0
arcata,ca,17843,40.862286,-124.074958,0.041791044776119404
hannibal,mo,17839,39.710208,-91.394044,0.1232876712328767
colonial heights,va,17820,37.261685,-77.396804,0.07945205479452055
marion,il,17803,37.716135,-88.92565,0.20821917808219179
logansport,in,17793,40.74996,-86.355367,0.0989010989010989
oswego,ny,17787,43.458052,-76.503689,0.030136986301369864
takoma park,md,17713,38.980315,-77.002331,0.16712328767123288
sycamore,il,17712,41.996703,-88.67754,0.06043956043956044
cocoa,fl,17711,28.377544,-80.764688,0.4532967032967033
martinsburg,wv,17700,39.457769,-77.978212,0.07397260273972603
marco island,fl,17690,25.932497,-81.700962,0.34375
tiffin,oh,17687,41.116571,-83.180977,0.10684931506849316
albert lea,mn,17674,43.654293,-93.364148,0.11506849315068493
ocean springs,ms,17636,30.402704,-88.788647,0.29041095890410956
new castle,in,17621,39.919835,-85.370064,0.10410958904109589
menasha,wi,17572,44.2141,-88.427343,0.06027397260273973
palos hills,il,17565,41.700681,-87.825297,0.10684931506849316
culpeper,va,17557,38.470292,-77.999764,0.0893854748603352
south houston,tx,17544,29.661024,-95.228361,0.1863013698630137
kirksville,mo,17520,40.198171,-92.574562,0.09041095890410959
tallmadge,oh,17512,41.106119,-81.424834,0.07945205479452055
mesquite,nv,17496,36.820276,-114.128946,0.11232876712328767
new philadelphia,oh,17484,40.486484,-81.440151,0.08767123287671233
maitland,fl,17463,28.625049,-81.379474,0.32602739726027397
safety harbor,fl,17454,28.006559,-82.697933,0.3643835616438356
greenfield,ma,17450,42.614671,-72.597063,0.03571428571428571
north canton,oh,17441,40.874249,-81.397084,0.08767123287671233
clive,ia,17419,41.613243,-93.797871,0.0958904109589041
amesbury,ma,17414,42.851293,-70.95581,0.057534246575342465
radford,va,17403,37.120116,-80.559154,0.14520547945205478
anoka,mn,17350,45.218458,-93.389921,0.1178082191780822
east cleveland,oh,17344,41.530657,-81.578516,0.16201117318435754
ada,ok,17303,34.768432,-96.669108,0.15363128491620112
durant,ok,17286,33.99557,-96.394176,0.1095890410958904
canby,or,17271,45.26509,-122.688395,0.0027397260273972603
poplar bluff,mo,17266,36.763259,-90.413953,0.11506849315068493
moraga,ca,17256,37.845693,-122.123217,0
kuna,id,17226,43.485725,-116.401659,0.01643835616438356
foley,al,17218,30.397009,-87.664211,0.2
hermiston,or,17201,45.832822,-119.285806,0.0027397260273972603
st. michael,mn,17196,45.199238,-93.689526,0.09315068493150686
nederland,tx,17196,29.970149,-94.000902,0.1506849315068493
greenfield,ca,17184,35.269161,-119.009996,0.07123287671232877
bristol,va,17141,36.616954,-82.157564,0.1726027397260274
huntington,in,17095,40.880825,-85.505497,0.09315068493150686
imperial,ca,17095,32.837503,-115.57186,0.016483516483516484
wayne,mi,17081,42.276913,-83.388148,0.0684931506849315
white settlement,tx,17077,32.755053,-97.460687,0.12121212121212122
eloy,az,17059,32.741258,-111.594137,0.054945054945054944
beckley,wv,17056,37.773148,-81.16155,0.07945205479452055
el segundo,ca,17037,33.917145,-118.401554,0.2219178082191781
goodlettsville,tn,16994,36.33303,-86.704229,0.13150684931506848
fayetteville,ga,16990,33.448126,-84.461547,0.12876712328767123
altoona,ia,16984,41.646863,-93.476842,0.1232876712328767
terrell,tx,16981,32.731031,-96.288441,0.1095890410958904
artesia,ca,16961,33.867593,-118.080635,0.18904109589041096
south ogden,ut,16955,41.17154,-111.956797,0.0136986301369863
la vista,ne,16921,41.185971,-96.038954,0.07945205479452055
pendleton,or,16881,45.674707,-118.817383,0
centerville,ut,16877,40.926281,-111.883399,0.043835616438356165
southbridge,ma,16865,42.059737,-72.033908,0.06043956043956044
norwalk,oh,16827,41.244573,-82.60895,0.13150684931506848
fairview heights,il,16827,38.595364,-90.004917,0.08767123287671233
springfield,tn,16808,36.49499,-86.870116,0.13150684931506848
country club hills,il,16795,41.563453,-87.725409,0.06575342465753424
sartell,mn,16788,45.618097,-94.212464,0.03287671232876712
dyersburg,tn,16781,36.044923,-89.377947,0.09695290858725762
defiance,oh,16776,41.28099,-84.365835,0.09041095890410959
centralia,wa,16753,46.723086,-122.969619,0
mount vernon,oh,16742,40.385159,-82.474948,0.07123287671232877
bluffton,sc,16728,32.208026,-80.933585,0
tifton,ga,16725,31.4621,-83.520494,0.1401098901098901
taylor,tx,16702,30.574423,-97.423961,0.19726027397260273
morganton,nc,16692,35.740771,-81.700298,0.06318681318681318
danville,ky,16690,37.639933,-84.776042,0.16806722689075632
washington,il,16664,40.701734,-89.436739,0.09863013698630137
mercedes,tx,16657,26.153814,-97.912903,0.1589041095890411
center point,al,16655,33.643903,-86.684567,0.17534246575342466
norcross,ga,16634,33.937394,-84.205634,0.14794520547945206
troutdale,or,16631,45.538943,-122.393009,0.0027397260273972603
easton,md,16617,38.775682,-76.069368,0.22527472527472528
tahlequah,ok,16598,35.911805,-94.977102,0.12602739726027398
hazel park,mi,16597,42.461924,-83.097689,0.0684931506849315
douglas,az,16592,31.399274,-109.541292,0.06963788300835655
opelousas,la,16591,30.527919,-92.08506,0.20821917808219179
brenham,tx,16579,30.15816,-96.395616,0.22437673130193905
opa-locka,fl,16565,25.899998,-80.255219,0.3917808219178082
beaver dam,wi,16564,43.468105,-88.830899,0.043835616438356165
coalinga,ca,16564,36.133069,-120.339022,0.005494505494505495
cohoes,ny,16538,42.772867,-73.707759,0.0547945205479452
donna,tx,16523,26.16105,-98.038929,0.1589041095890411
vienna,va,16522,38.898576,-77.258323,0.10136986301369863
st. john,in,16495,41.441817,-87.467779,0.06575342465753424
sevierville,tn,16490,35.890039,-83.579429,0.14520547945205478
chickasha,ok,16488,35.040543,-97.947173,0.08493150684931507
kingsland,ga,16487,30.845932,-81.791078,0
uvalde,tx,16476,29.215184,-99.777215,0.15921787709497207
stuart,fl,16462,27.196121,-80.243169,0.6657534246575343
avon,in,16451,39.767549,-86.388059,0.1178082191780822
zachary,la,16448,30.663184,-91.158209,0.1726027397260274
red wing,mn,16445,44.581265,-92.605011,0.1095890410958904
sikeston,mo,16436,36.888669,-89.586865,0.10410958904109589
fairview park,oh,16407,41.441975,-81.852974,0.08767123287671233
laguna woods,ca,16406,33.612925,-117.731443,0.2054794520547945
anacortes,wa,16403,48.488725,-122.62398,0
mount clemens,mi,16400,42.598055,-82.881506,0.0410958904109589
fort thomas,ky,16398,39.081974,-84.453172,0.09863013698630137
prospect heights,il,16386,42.103185,-87.924838,0.07945205479452055
griffith,in,16378,41.527854,-87.423993,0.06575342465753424
oconomowoc,wi,16360,43.100435,-88.492688,0.03888888888888889
vero beach,fl,16358,27.64722,-80.393136,0.3589041095890411
sunnyside,wa,16325,46.314617,-120.005487,0.0027397260273972603
lebanon,or,16324,44.530981,-122.908126,0
streetsboro,oh,16312,41.239608,-81.345862,0.07945205479452055
calhoun,ga,16309,34.483005,-84.944957,0.12876712328767123
menomonie,wi,16305,44.8892,-91.90957,0.06027397260273973
truckee,ca,16299,39.350532,-120.193946,0
fremont,oh,16297,41.353019,-83.11559,0.21388888888888888
gainesville,tx,16292,33.638647,-97.148413,0.08857142857142856
aberdeen,wa,16276,46.976677,-123.809718,0
waterville,me,16261,44.545285,-69.661396,0.0718562874251497
oroville,ca,16260,39.50334,-121.562062,0.010958904109589041
laconia,nh,16227,43.576496,-71.482301,0.052054794520547946
